Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 173         |
|    iterations           | 854         |
|    time_elapsed         | 157         |
|    total_timesteps      | 27328       |
| train/                  |             |
|    approx_kl            | 0.008353265 |
|    clip_fraction        | 0.0219      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.161      |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0177     |
|    n_updates            | 17060       |
|    policy_gradient_loss | -0.00742    |
|    value_loss           | 2.7e-07     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | 200        |
| time/                   |            |
|    fps                  | 173        |
|    iterations           | 855        |
|    time_elapsed         | 157        |
|    total_timesteps      | 27360      |
| train/                  |            |
|    approx_kl            | 0.03163927 |
|    clip_fraction        | 0.0484     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.182     |
|    explained_variance   | 0.635      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0388    |
|    n_updates            | 17080      |
|    policy_gradient_loss | -0.0114    |
|    value_loss           | 8.07e-07   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 173          |
|    iterations           | 856          |
|    time_elapsed         | 157          |
|    total_timesteps      | 27392        |
| train/                  |              |
|    approx_kl            | 0.0028037801 |
|    clip_fraction        | 0.212        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.185       |
|    explained_variance   | 0.752        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0204      |
|    n_updates            | 17100        |
|    policy_gradient_loss | -0.0212      |
|    value_loss           | 6.84e-07     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 857         |
|    time_elapsed         | 157         |
|    total_timesteps      | 27424       |
| train/                  |             |
|    approx_kl            | 0.008558696 |
|    clip_fraction        | 0.0516      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.199      |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0176     |
|    n_updates            | 17120       |
|    policy_gradient_loss | -0.0124     |
|    value_loss           | 4.12e-06    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 858          |
|    time_elapsed         | 157          |
|    total_timesteps      | 27456        |
| train/                  |              |
|    approx_kl            | 0.0033829808 |
|    clip_fraction        | 0.144        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.26        |
|    explained_variance   | 0.881        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0138      |
|    n_updates            | 17140        |
|    policy_gradient_loss | -0.00798     |
|    value_loss           | 5.7e-06      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 859         |
|    time_elapsed         | 157         |
|    total_timesteps      | 27488       |
| train/                  |             |
|    approx_kl            | 0.025543867 |
|    clip_fraction        | 0.0828      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.151      |
|    explained_variance   | 0.665       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0176     |
|    n_updates            | 17160       |
|    policy_gradient_loss | -0.0127     |
|    value_loss           | 1.74e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 860         |
|    time_elapsed         | 158         |
|    total_timesteps      | 27520       |
| train/                  |             |
|    approx_kl            | 0.012057891 |
|    clip_fraction        | 0.0594      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.188      |
|    explained_variance   | 0.841       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0109     |
|    n_updates            | 17180       |
|    policy_gradient_loss | -0.00817    |
|    value_loss           | 7e-07       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 861          |
|    time_elapsed         | 158          |
|    total_timesteps      | 27552        |
| train/                  |              |
|    approx_kl            | 0.0017537251 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.171       |
|    explained_variance   | 0.813        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00681     |
|    n_updates            | 17200        |
|    policy_gradient_loss | -0.004       |
|    value_loss           | 6.84e-07     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 862          |
|    time_elapsed         | 158          |
|    total_timesteps      | 27584        |
| train/                  |              |
|    approx_kl            | 0.0008224584 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.228       |
|    explained_variance   | 0.748        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00105     |
|    n_updates            | 17220        |
|    policy_gradient_loss | -9.49e-05    |
|    value_loss           | 1.43e-06     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 863         |
|    time_elapsed         | 158         |
|    total_timesteps      | 27616       |
| train/                  |             |
|    approx_kl            | 0.015847065 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.121      |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00631    |
|    n_updates            | 17240       |
|    policy_gradient_loss | -0.00477    |
|    value_loss           | 2.9e-06     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | 200        |
| time/                   |            |
|    fps                  | 174        |
|    iterations           | 864        |
|    time_elapsed         | 158        |
|    total_timesteps      | 27648      |
| train/                  |            |
|    approx_kl            | 0.06969799 |
|    clip_fraction        | 0.134      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.226     |
|    explained_variance   | 0.878      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0437    |
|    n_updates            | 17260      |
|    policy_gradient_loss | -0.0221    |
|    value_loss           | 5.42e-06   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 865         |
|    time_elapsed         | 158         |
|    total_timesteps      | 27680       |
| train/                  |             |
|    approx_kl            | 0.008516282 |
|    clip_fraction        | 0.0187      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.173      |
|    explained_variance   | 0.707       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0124     |
|    n_updates            | 17280       |
|    policy_gradient_loss | -0.00143    |
|    value_loss           | 1.92e-06    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 866          |
|    time_elapsed         | 159          |
|    total_timesteps      | 27712        |
| train/                  |              |
|    approx_kl            | 0.0019024145 |
|    clip_fraction        | 0.0328       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.173       |
|    explained_variance   | 0.319        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00685     |
|    n_updates            | 17300        |
|    policy_gradient_loss | -0.00252     |
|    value_loss           | 7.08e-07     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 867         |
|    time_elapsed         | 159         |
|    total_timesteps      | 27744       |
| train/                  |             |
|    approx_kl            | 0.014226467 |
|    clip_fraction        | 0.0391      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.116      |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0156     |
|    n_updates            | 17320       |
|    policy_gradient_loss | -0.0115     |
|    value_loss           | 6.44e-07    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 868         |
|    time_elapsed         | 159         |
|    total_timesteps      | 27776       |
| train/                  |             |
|    approx_kl            | 0.002031846 |
|    clip_fraction        | 0.0828      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.235      |
|    explained_variance   | 0.767       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0152     |
|    n_updates            | 17340       |
|    policy_gradient_loss | -0.00947    |
|    value_loss           | 6.78e-07    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 869         |
|    time_elapsed         | 159         |
|    total_timesteps      | 27808       |
| train/                  |             |
|    approx_kl            | 0.008843894 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.223      |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0104     |
|    n_updates            | 17360       |
|    policy_gradient_loss | -0.00603    |
|    value_loss           | 2.17e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 870         |
|    time_elapsed         | 159         |
|    total_timesteps      | 27840       |
| train/                  |             |
|    approx_kl            | 0.019266352 |
|    clip_fraction        | 0.0672      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.181      |
|    explained_variance   | 0.163       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0371     |
|    n_updates            | 17380       |
|    policy_gradient_loss | -0.0216     |
|    value_loss           | 1.72e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 871         |
|    time_elapsed         | 160         |
|    total_timesteps      | 27872       |
| train/                  |             |
|    approx_kl            | 0.009151232 |
|    clip_fraction        | 0.0453      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.179      |
|    explained_variance   | 0.828       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00541    |
|    n_updates            | 17400       |
|    policy_gradient_loss | -0.00324    |
|    value_loss           | 2.83e-06    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 872          |
|    time_elapsed         | 160          |
|    total_timesteps      | 27904        |
| train/                  |              |
|    approx_kl            | 0.0019757282 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.13        |
|    explained_variance   | 0.41         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0139      |
|    n_updates            | 17420        |
|    policy_gradient_loss | -0.00617     |
|    value_loss           | 1.18e-06     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 873          |
|    time_elapsed         | 160          |
|    total_timesteps      | 27936        |
| train/                  |              |
|    approx_kl            | 0.0036995923 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.162       |
|    explained_variance   | 0.833        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00573     |
|    n_updates            | 17440        |
|    policy_gradient_loss | -0.00421     |
|    value_loss           | 5.31e-07     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 874          |
|    time_elapsed         | 160          |
|    total_timesteps      | 27968        |
| train/                  |              |
|    approx_kl            | 0.0031814193 |
|    clip_fraction        | 0.155        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.278       |
|    explained_variance   | 0.692        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0128      |
|    n_updates            | 17460        |
|    policy_gradient_loss | -0.0113      |
|    value_loss           | 5.49e-07     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 875          |
|    time_elapsed         | 160          |
|    total_timesteps      | 28000        |
| train/                  |              |
|    approx_kl            | 0.0002573384 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.171       |
|    explained_variance   | 0.521        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.000154    |
|    n_updates            | 17480        |
|    policy_gradient_loss | -6.24e-05    |
|    value_loss           | 1.07e-06     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 876         |
|    time_elapsed         | 160         |
|    total_timesteps      | 28032       |
| train/                  |             |
|    approx_kl            | 0.020555973 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.217      |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0186     |
|    n_updates            | 17500       |
|    policy_gradient_loss | -0.0107     |
|    value_loss           | 6.84e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 877         |
|    time_elapsed         | 161         |
|    total_timesteps      | 28064       |
| train/                  |             |
|    approx_kl            | 0.043958407 |
|    clip_fraction        | 0.0641      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.144      |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0282     |
|    n_updates            | 17520       |
|    policy_gradient_loss | -0.0174     |
|    value_loss           | 4.32e-06    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 878          |
|    time_elapsed         | 161          |
|    total_timesteps      | 28096        |
| train/                  |              |
|    approx_kl            | 0.0013485681 |
|    clip_fraction        | 0.0234       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.172       |
|    explained_variance   | 0.504        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00158     |
|    n_updates            | 17540        |
|    policy_gradient_loss | 0.000219     |
|    value_loss           | 1.32e-06     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 200           |
|    ep_rew_mean          | 200           |
| time/                   |               |
|    fps                  | 174           |
|    iterations           | 879           |
|    time_elapsed         | 161           |
|    total_timesteps      | 28128         |
| train/                  |               |
|    approx_kl            | 6.2083825e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.104        |
|    explained_variance   | 0.463         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.00069      |
|    n_updates            | 17560         |
|    policy_gradient_loss | -0.000382     |
|    value_loss           | 7.1e-07       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 880          |
|    time_elapsed         | 161          |
|    total_timesteps      | 28160        |
| train/                  |              |
|    approx_kl            | 0.0005178023 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.144       |
|    explained_variance   | 0.826        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00212     |
|    n_updates            | 17580        |
|    policy_gradient_loss | -0.000844    |
|    value_loss           | 4.5e-07      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 881          |
|    time_elapsed         | 161          |
|    total_timesteps      | 28192        |
| train/                  |              |
|    approx_kl            | 0.0035689957 |
|    clip_fraction        | 0.0531       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.134       |
|    explained_variance   | 0.347        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0131      |
|    n_updates            | 17600        |
|    policy_gradient_loss | -0.00827     |
|    value_loss           | 6.68e-07     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 882          |
|    time_elapsed         | 161          |
|    total_timesteps      | 28224        |
| train/                  |              |
|    approx_kl            | 0.0065074973 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0967      |
|    explained_variance   | 0.984        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00762     |
|    n_updates            | 17620        |
|    policy_gradient_loss | -0.00666     |
|    value_loss           | 2.53e-06     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 883         |
|    time_elapsed         | 162         |
|    total_timesteps      | 28256       |
| train/                  |             |
|    approx_kl            | 0.008844724 |
|    clip_fraction        | 0.0578      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.113      |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0116     |
|    n_updates            | 17640       |
|    policy_gradient_loss | -0.00747    |
|    value_loss           | 2.61e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 884         |
|    time_elapsed         | 162         |
|    total_timesteps      | 28288       |
| train/                  |             |
|    approx_kl            | 0.035650823 |
|    clip_fraction        | 0.0766      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.149      |
|    explained_variance   | -7.43       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0364     |
|    n_updates            | 17660       |
|    policy_gradient_loss | -0.0205     |
|    value_loss           | 1.7e-06     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 885         |
|    time_elapsed         | 162         |
|    total_timesteps      | 28320       |
| train/                  |             |
|    approx_kl            | 0.092880614 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.153      |
|    explained_variance   | 0.675       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0438     |
|    n_updates            | 17680       |
|    policy_gradient_loss | -0.033      |
|    value_loss           | 6.52e-07    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 886         |
|    time_elapsed         | 162         |
|    total_timesteps      | 28352       |
| train/                  |             |
|    approx_kl            | 0.020947322 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.269      |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0132     |
|    n_updates            | 17700       |
|    policy_gradient_loss | -0.00742    |
|    value_loss           | 3.58e-07    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 887          |
|    time_elapsed         | 162          |
|    total_timesteps      | 28384        |
| train/                  |              |
|    approx_kl            | 0.0033547003 |
|    clip_fraction        | 0.0312       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.15        |
|    explained_variance   | 0.827        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00606     |
|    n_updates            | 17720        |
|    policy_gradient_loss | -0.00525     |
|    value_loss           | 4.92e-07     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 888         |
|    time_elapsed         | 162         |
|    total_timesteps      | 28416       |
| train/                  |             |
|    approx_kl            | 0.038128413 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.291      |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0122     |
|    n_updates            | 17740       |
|    policy_gradient_loss | -0.00912    |
|    value_loss           | 3.88e-06    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 889          |
|    time_elapsed         | 163          |
|    total_timesteps      | 28448        |
| train/                  |              |
|    approx_kl            | 0.0037680995 |
|    clip_fraction        | 0.0156       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.21        |
|    explained_variance   | 0.76         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0175      |
|    n_updates            | 17760        |
|    policy_gradient_loss | -0.00756     |
|    value_loss           | 3.49e-06     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | 200        |
| time/                   |            |
|    fps                  | 174        |
|    iterations           | 890        |
|    time_elapsed         | 163        |
|    total_timesteps      | 28480      |
| train/                  |            |
|    approx_kl            | 0.08028205 |
|    clip_fraction        | 0.153      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.211     |
|    explained_variance   | 0.904      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.054     |
|    n_updates            | 17780      |
|    policy_gradient_loss | -0.0313    |
|    value_loss           | 8.65e-07   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 891          |
|    time_elapsed         | 163          |
|    total_timesteps      | 28512        |
| train/                  |              |
|    approx_kl            | 0.0105166035 |
|    clip_fraction        | 0.0203       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.173       |
|    explained_variance   | 0.491        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00995     |
|    n_updates            | 17800        |
|    policy_gradient_loss | -0.000786    |
|    value_loss           | 6e-07        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | 200        |
| time/                   |            |
|    fps                  | 174        |
|    iterations           | 892        |
|    time_elapsed         | 163        |
|    total_timesteps      | 28544      |
| train/                  |            |
|    approx_kl            | 0.07466674 |
|    clip_fraction        | 0.183      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.237     |
|    explained_variance   | 0.712      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0444    |
|    n_updates            | 17820      |
|    policy_gradient_loss | -0.032     |
|    value_loss           | 5.41e-07   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 893          |
|    time_elapsed         | 163          |
|    total_timesteps      | 28576        |
| train/                  |              |
|    approx_kl            | 0.0070170015 |
|    clip_fraction        | 0.256        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.32        |
|    explained_variance   | 0.742        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0226      |
|    n_updates            | 17840        |
|    policy_gradient_loss | -0.0182      |
|    value_loss           | 6.85e-07     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 894          |
|    time_elapsed         | 163          |
|    total_timesteps      | 28608        |
| train/                  |              |
|    approx_kl            | 0.0075273057 |
|    clip_fraction        | 0.0719       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.26        |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0269      |
|    n_updates            | 17860        |
|    policy_gradient_loss | -0.0171      |
|    value_loss           | 1.2e-06      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 895         |
|    time_elapsed         | 164         |
|    total_timesteps      | 28640       |
| train/                  |             |
|    approx_kl            | 0.011337183 |
|    clip_fraction        | 0.0984      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.173      |
|    explained_variance   | 0.678       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0166     |
|    n_updates            | 17880       |
|    policy_gradient_loss | -0.0112     |
|    value_loss           | 3.34e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 896         |
|    time_elapsed         | 164         |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.018873356 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.236      |
|    explained_variance   | 0.619       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0149     |
|    n_updates            | 17900       |
|    policy_gradient_loss | -0.0114     |
|    value_loss           | 1.38e-06    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 200         |
|    ep_rew_mean          | 200         |
| time/                   |             |
|    fps                  | 174         |
|    iterations           | 897         |
|    time_elapsed         | 164         |
|    total_timesteps      | 28704       |
| train/                  |             |
|    approx_kl            | 0.002868466 |
|    clip_fraction        | 0.0125      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.246      |
|    explained_variance   | 0.16        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00356    |
|    n_updates            | 17920       |
|    policy_gradient_loss | -0.00209    |
|    value_loss           | 8.28e-07    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 200        |
|    ep_rew_mean          | 200        |
| time/                   |            |
|    fps                  | 174        |
|    iterations           | 898        |
|    time_elapsed         | 164        |
|    total_timesteps      | 28736      |
| train/                  |            |
|    approx_kl            | 0.14698234 |
|    clip_fraction        | 0.169      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.192     |
|    explained_variance   | 0.757      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0482    |
|    n_updates            | 17940      |
|    policy_gradient_loss | -0.0289    |
|    value_loss           | 1.18e-06   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 899          |
|    time_elapsed         | 164          |
|    total_timesteps      | 28768        |
| train/                  |              |
|    approx_kl            | 0.0033852793 |
|    clip_fraction        | 0.05         |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.231       |
|    explained_variance   | 0.747        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00546     |
|    n_updates            | 17960        |
|    policy_gradient_loss | -0.00389     |
|    value_loss           | 8e-07        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 200          |
|    ep_rew_mean          | 200          |
| time/                   |              |
|    fps                  | 174          |
|    iterations           | 900          |
|    time_elapsed         | 165          |
